"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
4.583747799E0,-7.500000298E-2,1.081875038E1,-3.508125305E1,3.671165075E1
4.603754090E0,2.250000089E-1,1.096875000E1,-3.551250076E1,3.716855946E1
4.623755015E0,3.750000149E-2,1.102500057E1,-3.583125305E1,3.748907493E1
4.643749789E0,3.750000149E-2,1.110000038E1,-3.541875076E1,3.711737222E1
4.663753456E0,3.750000149E-2,1.102500057E1,-3.562500000E1,3.729199202E1
4.683752478E0,3.000000119E-1,1.089375019E1,-3.541875076E1,3.705741085E1
4.703747442E0,-5.625000224E-2,1.108125019E1,-3.551250076E1,3.720127659E1
4.723751591E0,2.437500060E-1,1.111875057E1,-3.521250153E1,3.692704012E1
4.743751064E0,3.750000149E-2,1.110000038E1,-3.541875076E1,3.711737222E1
4.763746349E0,1.875000075E-2,1.093125057E1,-3.551250076E1,3.715683384E1
4.783750077E0,3.562500179E-1,1.130625057E1,-3.521250153E1,3.698484122E1
4.803749008E0,-7.500000298E-2,1.083750057E1,-3.540000153E1,3.702184695E1
4.823755420E0,5.625000224E-2,1.126875019E1,-3.573750305E1,3.747208320E1
4.843756213E0,1.875000075E-2,1.093125057E1,-3.551250076E1,3.715683384E1
4.863752665E0,1.125000045E-1,1.078125000E1,-3.510000229E1,3.671863517E1
4.883757191E0,-2.625000179E-1,1.096875000E1,-3.560625076E1,3.725838800E1
4.903756438E0,-5.625000224E-2,1.098750019E1,-3.530625153E1,3.697647524E1
4.923751736E0,2.250000089E-1,1.095000076E1,-3.510000229E1,3.676905360E1
4.943755374E0,5.625000224E-2,1.117500019E1,-3.551250076E1,3.722930974E1
4.963754051E0,3.750000149E-2,1.102500057E1,-3.571875000E1,3.738156157E1
4.983749138E0,-7.500000298E-2,1.083750057E1,-3.581250000E1,3.741646963E1
5.003752273E0,-1.875000075E-2,1.132500076E1,-3.562500000E1,3.738176854E1
5.023750865E0,1.875000075E-2,1.093125057E1,-3.571875000E1,3.735400504E1
5.043745506E0,1.125000045E-1,1.085625076E1,-3.519375229E1,3.683030053E1
5.063748715E0,1.312500089E-1,1.095000076E1,-3.541875076E1,3.707300431E1
5.083747514E0,1.500000060E-1,1.119375038E1,-3.530625153E1,3.703854674E1
5.103753910E0,-0.000000000E0,1.070625019E1,-3.592500305E1,3.748639270E1
5.123754686E0,1.312500089E-1,1.104375076E1,-3.562500000E1,3.729775171E1
5.143750939E0,1.875000075E-2,1.093125057E1,-3.562500000E1,3.726436925E1
5.163753778E0,9.375000000E-2,1.068750000E1,-3.519375229E1,3.678085977E1
5.183752410E0,1.125000045E-1,1.087500000E1,-3.583125305E1,3.744538659E1
5.203747235E0,-1.500000060E-1,1.106250000E1,-3.551250076E1,3.719595565E1
5.223750408E0,1.125000045E-1,1.085625076E1,-3.510000229E1,3.674072669E1
5.243750118E0,5.625000224E-2,1.110000038E1,-3.519375229E1,3.690275562E1
5.263745728E0,-3.750000149E-2,1.115625000E1,-3.541875076E1,3.713423253E1
5.283749684E0,-5.625000224E-2,1.110000038E1,-3.583125305E1,3.751122322E1
5.303748770E0,2.250000089E-1,1.095000076E1,-3.530625153E1,3.696599165E1
5.323755210E0,2.437500060E-1,1.121250057E1,-3.585000229E1,3.756330985E1
5.343756278E0,1.312500089E-1,1.104375076E1,-3.571875000E1,3.738730746E1
5.363752772E0,-7.500000298E-2,1.083750057E1,-3.560625076E1,3.721910984E1
5.383757297E0,2.625000179E-1,1.130625057E1,-3.585000229E1,3.759152660E1
5.403756658E0,-3.750000149E-2,1.125000000E1,-3.530625153E1,3.705530061E1
5.423751808E0,1.500000060E-1,1.119375038E1,-3.562500000E1,3.734251160E1
5.443755133E0,-3.750000149E-2,1.115625000E1,-3.519375229E1,3.691969015E1
5.463753657E0,1.312500089E-1,1.095000076E1,-3.551250076E1,3.716258137E1
5.483748630E0,1.312500089E-1,1.102500057E1,-3.519375229E1,3.688045640E1
5.503751783E0,1.500000060E-1,1.110000038E1,-3.530625153E1,3.701032160E1
5.523750263E0,2.062500119E-1,1.089375019E1,-3.571875000E1,3.734361303E1
5.543756438E0,1.875000075E-2,1.085625076E1,-3.551250076E1,3.713483866E1
5.563757231E0,3.750000149E-2,1.100625038E1,-3.540000153E1,3.707153978E1
5.583753514E0,3.750000149E-2,1.102500057E1,-3.562500000E1,3.729199202E1
5.603757823E0,1.312500089E-1,1.104375076E1,-3.571875000E1,3.738730746E1
5.623757012E0,4.312500060E-1,1.115625000E1,-3.541875076E1,3.713671763E1
5.643752313E0,2.062500119E-1,1.089375019E1,-3.571875000E1,3.734361303E1
5.663754113E0,1.312500089E-1,1.095000076E1,-3.583125305E1,3.746729826E1
5.683752294E0,2.437500060E-1,1.121250057E1,-3.541875076E1,3.715195135E1
5.703747027E0,-1.687500030E-1,1.089375019E1,-3.519375229E1,3.684158615E1
5.723749870E0,-7.500000298E-2,1.085625076E1,-3.603750229E1,3.763728705E1
5.743748610E0,2.062500119E-1,1.080000019E1,-3.571875000E1,3.731637234E1
5.763744676E0,1.312500089E-1,1.102500057E1,-3.530625153E1,3.698782585E1
5.783748664E0,-3.750000149E-2,1.115625000E1,-3.541875076E1,3.713423253E1
5.803747824E0,2.250000089E-1,1.096875000E1,-3.551250076E1,3.716855946E1
5.823754518E0,-1.875000075E-2,1.132500076E1,-3.541875076E1,3.718526455E1
5.843755724E0,9.375000000E-2,1.061250019E1,-3.519375229E1,3.675913695E1
5.863752494E0,2.250000089E-1,1.104375076E1,-3.551250076E1,3.719076184E1
5.883757018E0,4.125000238E-1,1.100625038E1,-3.562500000E1,3.728871584E1
5.903756264E0,2.437500060E-1,1.111875057E1,-3.541875076E1,3.712376508E1
5.923751555E0,1.875000075E-2,1.093125057E1,-3.551250076E1,3.715683384E1
5.943754968E0,-5.625000224E-2,1.100625038E1,-3.562500000E1,3.728647659E1
5.963753825E0,-7.500000298E-2,1.083750057E1,-3.581250000E1,3.741646963E1
5.983748654E0,1.125000045E-1,1.085625076E1,-3.540000153E1,3.702743503E1
