"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
7.550712917E-1,-9.611511230E-2,1.211979675E1,-3.592407227E1,3.791355535E1
7.650342917E-1,-2.168388367E-1,1.211462402E1,-3.602160645E1,3.800483213E1
7.749962917E-1,-2.875251770E-1,1.212411499E1,-3.600616455E1,3.799369317E1
7.849592917E-1,-2.178268433E-1,1.205812073E1,-3.569158936E1,3.767406634E1
7.949212917E-1,-1.025390625E-1,1.202067566E1,-3.593078613E1,3.788836958E1
8.048842917E-1,-1.228027344E-1,1.205960083E1,-3.600683594E1,3.797290201E1
8.148462917E-1,-6.902313232E-2,1.202993774E1,-3.563525391E1,3.761110856E1
8.248092917E-1,8.647918701E-3,1.206800842E1,-3.570837402E1,3.769250426E1
8.347712917E-1,5.985260010E-3,1.198379517E1,-3.543872070E1,3.741008297E1
8.447332917E-1,-4.326248169E-2,1.205227661E1,-3.593182373E1,3.789927703E1
8.546962917E-1,-7.741928101E-2,1.200224304E1,-3.576000977E1,3.772052664E1
8.646582917E-1,-9.165954590E-2,1.196954346E1,-3.587139893E1,3.781581194E1
8.746212917E-1,1.330947876E-2,1.201327515E1,-3.595648193E1,3.791025653E1
8.845832917E-1,-3.995132446E-2,1.204644775E1,-3.565838623E1,3.763826521E1
8.945462917E-1,-1.436691284E-1,1.217008972E1,-3.583374023E1,3.784426857E1
9.045082917E-1,-1.900520325E-1,1.216204834E1,-3.594238281E1,3.794478122E1
9.144712917E-1,-1.454658508E-1,1.209968567E1,-3.585339355E1,3.784031426E1
9.244332917E-1,-8.287811279E-2,1.200132751E1,-3.593457031E1,3.788577668E1
9.343962917E-1,-7.406234741E-2,1.195378113E1,-3.577947998E1,3.772359416E1
9.443582917E-1,-1.136550903E-1,1.212023926E1,-3.582586670E1,3.782070652E1
9.543212917E-1,-2.365837097E-1,1.206721497E1,-3.591430664E1,3.788813891E1
9.642832917E-1,-2.391281128E-1,1.203459167E1,-3.587738037E1,3.784276683E1
9.742462917E-1,-1.294593811E-1,1.205857849E1,-3.595166016E1,3.792028406E1
9.842082917E-1,-7.716751099E-2,1.199156189E1,-3.583422852E1,3.778750382E1
9.941712917E-1,-8.990097046E-2,1.204949951E1,-3.602349854E1,3.798540466E1
1.004133292E0,-1.545448303E-1,1.208103943E1,-3.594378662E1,3.792006322E1
1.014096292E0,-2.023277283E-1,1.214617920E1,-3.617022705E1,3.815568019E1
1.024058292E0,-2.893295288E-1,1.213542175E1,-3.593786621E1,3.793260340E1
1.034020292E0,-2.261848450E-1,1.204763794E1,-3.594561768E1,3.791153083E1
1.043983292E0,-2.043151855E-1,1.201049805E1,-3.578125000E1,3.774376319E1
1.053945292E0,-1.869544983E-1,1.210429382E1,-3.586950684E1,3.785723711E1
1.063908292E0,-2.179183960E-1,1.208627319E1,-3.605377197E1,3.802630618E1
1.073870292E0,-2.912216187E-1,1.208319092E1,-3.595416260E1,3.793138702E1
1.083833292E0,-2.526130676E-1,1.218365479E1,-3.592584229E1,3.793641260E1
1.093795292E0,-2.317581177E-1,1.205496216E1,-3.555773926E1,3.754635329E1
1.103758292E0,-1.756629944E-1,1.204144287E1,-3.585266113E1,3.782116490E1
