"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
2.256594563E0,-9.598125458E1,1.449375000E2,-2.045250092E2,2.684208627E2
2.276589859E0,-9.268125153E1,1.415250092E2,-1.945875092E2,2.578438313E2
2.296593278E0,-9.624375153E1,1.449937592E2,-2.025375061E2,2.670346256E2
2.316591924E0,-9.281250000E1,1.412437592E2,-1.939500122E2,2.572558394E2
2.336586802E0,-9.558750153E1,1.448625031E2,-2.031750031E2,2.672118955E2
2.356590047E0,-9.268125153E1,1.415250092E2,-1.940625153E2,2.574478635E2
2.376588722E0,-9.598125458E1,1.448062592E2,-2.028562622E2,2.670803569E2
2.396583632E0,-9.328125000E1,1.412625122E2,-1.943625031E2,2.577465258E2
2.416587035E0,-9.571875000E1,1.446000061E2,-2.026500092E2,2.667175792E2
2.436585842E0,-9.333750153E1,1.416937561E2,-1.950937653E2,2.585548045E2
2.456592138E0,-9.573750305E1,1.444125061E2,-2.021062622E2,2.662096592E2
2.476593001E0,-9.324375153E1,1.417125092E2,-1.956375122E2,2.589418248E2
2.496589438E0,-9.573750305E1,1.443937531E2,-2.015812531E2,2.658011042E2
2.516593717E0,-9.373125458E1,1.416562500E2,-1.962375031E2,2.595403607E2
2.536593079E0,-9.556875610E1,1.441687622E2,-2.012812653E2,2.653905931E2
2.556588592E0,-9.365625000E1,1.416187592E2,-1.970812531E2,2.601314791E2
2.576592011E0,-9.577500153E1,1.439625092E2,-2.008500061E2,2.650259986E2
2.596590651E0,-9.390000153E1,1.419000092E2,-1.976062622E2,2.607701243E2
2.616585684E0,-9.526875305E1,1.443000031E2,-2.007562561E2,2.649560351E2
2.636589016E0,-9.390000153E1,1.420125122E2,-1.983375092E2,2.613857904E2
2.656587722E0,-9.470625305E1,1.441312561E2,-2.006812592E2,2.646054820E2
2.676582781E0,-9.406875610E1,1.422375031E2,-1.985437622E2,2.617251682E2
2.696586197E0,-9.508125305E1,1.441500092E2,-2.003437653E2,2.644944122E2
2.716584732E0,-9.444375610E1,1.422750092E2,-1.992750092E2,2.624353836E2
2.736591162E0,-9.511875153E1,1.439062500E2,-2.003437653E2,2.643751311E2
2.756591849E0,-9.453750610E1,1.423500061E2,-1.996875153E2,2.628230737E2
2.776588239E0,-9.472500610E1,1.439625092E2,-2.003437653E2,2.642643659E2
2.796592518E0,-9.448125458E1,1.428562622E2,-1.997062531E2,2.630916316E2
2.816591798E0,-9.455625153E1,1.438125000E2,-1.998375092E2,2.637384119E2
2.836587177E0,-9.498750305E1,1.426312561E2,-2.005312653E2,2.637784853E2
2.856590714E0,-9.444375610E1,1.439062500E2,-1.996312561E2,2.635930012E2
2.876589547E0,-9.457500458E1,1.429500122E2,-2.011687622E2,2.642877378E2
2.896584516E0,-9.431250000E1,1.441687622E2,-2.000625153E2,2.640160784E2
