"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
2.595905550E0,-8.250000000E1,1.411312561E2,-2.022562561E2,2.600612900E2
2.615908793E0,-9.090000153E1,1.498687592E2,-2.298750153E2,2.890778059E2
2.635907720E0,-8.248125458E1,1.412062531E2,-2.022750092E2,2.601106353E2
2.655902806E0,-9.091875458E1,1.497000122E2,-2.296687622E2,2.888322245E2
2.675905987E0,-8.280000305E1,1.410187531E2,-2.034000092E2,2.609860014E2
2.695904696E0,-9.050625610E1,1.500000000E2,-2.293687592E2,2.886198366E2
2.715899610E0,-8.313750458E1,1.414687500E2,-2.036062622E2,2.614971547E2
2.735902956E0,-9.054375458E1,1.496437531E2,-2.287312622E2,2.879399497E2
2.755901624E0,-8.304375458E1,1.414312592E2,-2.044500122E2,2.621046999E2
2.775907990E0,-9.052500153E1,1.498312531E2,-2.292750092E2,2.884635334E2
2.795908809E0,-8.336250305E1,1.412062531E2,-2.043375092E2,2.619968138E2
2.815907271E0,-9.007500458E1,1.494375000E2,-2.270625153E2,2.863607143E2
2.835899799E0,-8.358750153E1,1.416750031E2,-2.049750061E2,2.628182452E2
2.855901416E0,-8.988750458E1,1.493625031E2,-2.260312653E2,2.854453602E2
2.875898485E0,-8.386875153E1,1.417500000E2,-2.061187592E2,2.638408097E2
2.895903742E0,-8.986875153E1,1.495125122E2,-2.256000061E2,2.851766936E2
2.915903877E0,-8.403750610E1,1.420500031E2,-2.066437531E2,2.644657756E2
2.935900088E0,-9.007500458E1,1.494000092E2,-2.256000061E2,2.851828044E2
2.955904066E0,-8.437500000E1,1.424437561E2,-2.076937561E2,2.656050839E2
2.975903244E0,-8.981250000E1,1.491750031E2,-2.246625061E2,2.842405818E2
2.995898465E0,-8.480625153E1,1.430250092E2,-2.112562561E2,2.688446750E2
3.015901948E0,-8.964375305E1,1.498312531E2,-2.273062592E2,2.866243924E2
3.035900793E0,-8.529375458E1,1.431562500E2,-2.129250031E2,2.703808303E2
3.055907003E0,-8.945625305E1,1.497562561E2,-2.267812653E2,2.861102929E2
3.075907985E0,-8.553750610E1,1.435500031E2,-2.134500122E2,2.710796489E2
3.095904358E0,-8.977500153E1,1.495500031E2,-2.266687622E2,2.860130802E2
3.115908695E0,-8.585625458E1,1.440187531E2,-2.147062531E2,2.724178276E2
3.135908029E0,-8.926875305E1,1.496625061E2,-2.251125031E2,2.846812516E2
3.155903098E0,-8.623125458E1,1.442250061E2,-2.159625092E2,2.736356830E2
3.175906954E0,-8.910000610E1,1.495125122E2,-2.244750061E2,2.840454730E2
3.195905434E0,-8.640000153E1,1.444687500E2,-2.167875061E2,2.744685825E2
3.215900253E0,-8.893125153E1,1.492687531E2,-2.235375061E2,2.831235504E2
3.235903402E0,-8.675625610E1,1.446937561E2,-2.180437622E2,2.756918810E2
3.255901809E0,-8.842500305E1,1.494375000E2,-2.236687622E2,2.831576641E2
3.275908046E0,-8.720625305E1,1.450687561E2,-2.196187592E2,2.772765297E2
3.295909048E0,-8.850000000E1,1.495687561E2,-2.231437531E2,2.828359902E2
3.315905427E0,-8.745000458E1,1.454250031E2,-2.195062561E2,2.774507727E2
3.335909661E0,-8.851875305E1,1.484250031E2,-2.196562653E2,2.794895813E2
3.355908969E0,-8.758125305E1,1.450500031E2,-2.183437653E2,2.763765169E2
3.375904183E0,-8.782500458E1,1.485937500E2,-2.190375061E2,2.788740989E2
3.395907517E0,-8.769375610E1,1.458000031E2,-2.197125092E2,2.778874276E2
3.415906143E0,-8.754375458E1,1.484437561E2,-2.178937531E2,2.778077488E2
3.435901234E0,-8.805000305E1,1.460062561E2,-2.201250153E2,2.784342870E2
3.455904605E0,-8.765625000E1,1.482375031E2,-2.167312622E2,2.768219924E2
3.475903290E0,-8.851875305E1,1.462125092E2,-2.217937622E2,2.800109648E2
3.495909408E0,-8.750625610E1,1.479187622E2,-2.160000153E2,2.760313599E2
3.515909863E0,-8.866875458E1,1.466062622E2,-2.219062653E2,2.803532320E2
3.535906557E0,-8.698125458E1,1.483125000E2,-2.154000092E2,2.756075112E2
3.555911018E0,-8.881875610E1,1.470187531E2,-2.232750092E2,2.817002217E2
3.575910209E0,-8.703750610E1,1.477125092E2,-2.149687653E2,2.749656031E2
3.595905457E0,-8.917500305E1,1.472437592E2,-2.244187622E2,2.828368551E2
3.615908859E0,-8.671875000E1,1.471687622E2,-2.140125122E2,2.738250200E2
3.635907404E0,-8.926875305E1,1.473000031E2,-2.244187622E2,2.828957087E2
3.655902466E0,-8.640000153E1,1.474500122E2,-2.130937653E2,2.731582310E2
3.675905723E0,-8.981250000E1,1.474687500E2,-2.246250153E2,2.833191043E2
3.695904412E0,-8.180625153E1,1.417500000E2,-1.975875092E2,2.565660715E2
3.715899455E0,-8.962500000E1,1.476000061E2,-2.255812531E2,2.840867898E2
3.735903077E0,-8.161875153E1,1.417500000E2,-1.966500092E2,2.557848885E2
3.755901661E0,-9.015000153E1,1.479562531E2,-2.269312592E2,2.855098457E2
3.775907872E0,-8.146875000E1,1.414687500E2,-1.973812561E2,2.561443435E2
3.795908503E0,-9.031875610E1,1.481812592E2,-2.267250061E2,2.855160095E2
3.815905002E0,-8.156250000E1,1.414687500E2,-1.975875092E2,2.563331278E2
3.835907638E0,-9.020625305E1,1.483687592E2,-2.274562531E2,2.861587039E2
3.855907291E0,-8.152500153E1,1.409812622E2,-1.973625031E2,2.558788772E2
3.875903125E0,-9.046875000E1,1.485000000E2,-2.273437653E2,2.862202514E2
3.895906904E0,-8.188125610E1,1.411687622E2,-1.973625031E2,2.560959139E2
3.915905705E0,-9.076875305E1,1.484625092E2,-2.279625092E2,2.867873580E2
3.935900796E0,-8.143125153E1,1.410000000E2,-1.973625031E2,2.558593487E2
3.955904349E0,-9.073125458E1,1.488750000E2,-2.279812622E2,2.870041500E2
3.975903070E0,-8.152500153E1,1.409062500E2,-1.978875122E2,2.562427846E2
3.995909345E0,-9.099375153E1,1.491562500E2,-2.309062653E2,2.895602754E2
4.015910225E0,-8.180625153E1,1.411875000E2,-2.009250031E2,2.588378446E2
4.035906664E0,-9.093750000E1,1.496812592E2,-2.319750061E2,2.906656356E2
4.055910828E0,-8.201250458E1,1.411875000E2,-2.015437622E2,2.593835946E2
4.075910059E0,-9.110625458E1,1.498875122E2,-2.320875092E2,2.909144683E2
4.095905233E0,-8.210625458E1,1.411687622E2,-2.017500153E2,2.595633355E2
4.115908879E0,-9.086250305E1,1.496062622E2,-2.316562653E2,2.903491922E2
4.135907613E0,-8.235000610E1,1.414687500E2,-2.023875122E2,2.602991276E2
4.155902418E0,-9.090000153E1,1.500187531E2,-2.322000122E2,2.910073577E2
4.175905691E0,-8.246250153E1,1.413937531E2,-2.034187622E2,2.610966303E2
4.195904176E0,-9.088125610E1,1.502437592E2,-2.316750031E2,2.906989799E2
4.215910331E0,-8.255625153E1,1.414875031E2,-2.043750153E2,2.619224982E2
4.235911115E0,-9.095625305E1,1.503375092E2,-2.324062653E2,2.913538721E2
4.255907600E0,-8.263125610E1,1.417312622E2,-2.045812531E2,2.622387543E2
4.275911949E0,-9.078750610E1,1.502812500E2,-2.324250031E2,2.912871563E2
4.295911310E0,-8.293125153E1,1.416375122E2,-2.058187561E2,2.632491932E2
4.315906519E0,-9.056250000E1,1.503750000E2,-2.315812531E2,2.905926424E2
4.335910100E0,-8.276250458E1,1.414875031E2,-2.052000122E2,2.626316635E2
4.355907365E0,-9.033750153E1,1.497562561E2,-2.282250061E2,2.875316571E2
4.375902621E0,-8.351250458E1,1.415062561E2,-2.041312561E2,2.620456614E2
4.395906306E0,-9.033750153E1,1.497375031E2,-2.280187531E2,2.873582011E2
4.415905343E0,-8.360625458E1,1.416000061E2,-2.053875122E2,2.631056778E2
4.435900744E0,-9.005625153E1,1.496062622E2,-2.272875061E2,2.866213051E2
4.455904238E0,-8.385000610E1,1.419000092E2,-2.054812622E2,2.634178909E2
4.475902604E0,-9.037500000E1,1.494000092E2,-2.272687531E2,2.865991791E2
4.495908906E0,-8.416875458E1,1.417875061E2,-2.066250153E2,2.643519871E2
4.515910072E0,-8.998125458E1,1.494375000E2,-2.263312531E2,2.857516906E2
4.535906494E0,-8.445000458E1,1.418812561E2,-2.084062653E2,2.658858129E2
4.555910896E0,-8.996250153E1,1.496062622E2,-2.264437561E2,2.859231716E2
4.575910296E0,-8.475000000E1,1.425750122E2,-2.089312592E2,2.667629428E2
4.595905642E0,-8.968125153E1,1.493625031E2,-2.251875153E2,2.847126643E2
4.615909254E0,-8.484375000E1,1.426687622E2,-2.099812622E2,2.676657769E2
4.635907786E0,-8.979375458E1,1.493437500E2,-2.251875153E2,2.847382852E2
4.655902497E0,-8.508750153E1,1.431187592E2,-2.104125061E2,2.683212345E2
4.675905819E0,-8.915625000E1,1.490062561E2,-2.239500122E2,2.833819141E2
4.695904350E0,-8.535000610E1,1.432875061E2,-2.119687653E2,2.697159439E2
4.715899476E0,-8.925000000E1,1.488937531E2,-2.234062653E2,2.829227307E2
4.735902865E0,-8.561250305E1,1.436812592E2,-2.131312561E2,2.709220132E2
4.755901683E0,-8.881875610E1,1.492875061E2,-2.234437561E2,2.830241033E2
4.775908171E0,-8.585625458E1,1.440000000E2,-2.145000153E2,2.722453911E2
4.795908938E0,-8.923125458E1,1.490625000E2,-2.234250031E2,2.830204545E2
4.815905205E0,-8.641875458E1,1.442625122E2,-2.150062561E2,2.729607366E2
4.835909598E0,-8.865000153E1,1.491000061E2,-2.217562561E2,2.815412434E2
4.855908883E0,-8.655000305E1,1.447500000E2,-2.160562592E2,2.740871625E2
4.875903993E0,-8.874375153E1,1.490062561E2,-2.212312622E2,2.811077892E2
4.895907299E0,-8.683125305E1,1.448250122E2,-2.173125153E2,2.752066132E2
4.915905768E0,-8.838750458E1,1.487062531E2,-2.201812592E2,2.800101561E2
4.935900794E0,-8.718750000E1,1.451062622E2,-2.178375092E2,2.758816193E2
4.955904139E0,-8.823750305E1,1.484625092E2,-2.195625153E2,2.793468662E2
4.975902695E0,-8.754375458E1,1.453312531E2,-2.191875153E2,2.771790918E2
4.995908772E0,-8.803125000E1,1.487062531E2,-2.213437653E2,2.808133065E2
5.015909514E0,-8.786250305E1,1.461750031E2,-2.222437592E2,2.801414633E2
5.035906217E0,-8.799375153E1,1.488562622E2,-2.209312592E2,2.805560699E2
5.055910720E0,-8.835000610E1,1.460250092E2,-2.228437653E2,2.806926622E2
5.075910067E0,-8.803125000E1,1.485937500E2,-2.202937622E2,2.799266782E2
5.095905468E0,-8.878125000E1,1.465687561E2,-2.240062561E2,2.820342415E2
5.115908892E0,-8.754375458E1,1.486312561E2,-2.189437561E2,2.787319996E2
5.135907854E0,-8.891250610E1,1.471312561E2,-2.246437531E2,2.828742760E2
5.155902702E0,-8.756250000E1,1.483687592E2,-2.184187622E2,2.781856139E2
5.175905888E0,-8.883750153E1,1.469812622E2,-2.251687622E2,2.831899797E2
5.195904407E0,-8.257500458E1,1.426875000E2,-2.009250031E2,2.599023103E2
5.215910238E0,-8.945625305E1,1.474125061E2,-2.263125153E2,2.845175262E2
5.235911006E0,-8.199375153E1,1.428750000E2,-2.010562592E2,2.599227967E2
5.255907400E0,-8.953125000E1,1.475625000E2,-2.266312561E2,2.848723616E2
5.275911905E0,-8.212500000E1,1.424250031E2,-2.003062592E2,2.591370189E2
5.295911251E0,-8.958750153E1,1.479000092E2,-2.270437622E2,2.853930677E2
5.315906418E0,-8.169375610E1,1.419937592E2,-1.998937531E2,2.584445974E2
5.335909786E0,-8.981250000E1,1.475812531E2,-2.255625153E2,2.841213820E2
5.355908594E0,-8.161875153E1,1.417500000E2,-1.964250031E2,2.556119421E2
5.375901967E0,-8.988750458E1,1.478062592E2,-2.256750031E2,2.843512981E2
5.395905762E0,-8.154375458E1,1.415250092E2,-1.967437592E2,2.557084646E2
5.415904789E0,-8.996250153E1,1.478625031E2,-2.249437561E2,2.838243557E2
5.435899989E0,-8.158125305E1,1.411875000E2,-1.966312561E2,2.554471802E2
5.455903384E0,-9.067500305E1,1.483875122E2,-2.277562561E2,2.865549200E2
5.475902253E0,-8.145000458E1,1.416750031E2,-1.983187561E2,2.569751715E2
5.495908582E0,-9.048750305E1,1.485000000E2,-2.277750092E2,2.865688277E2
5.515909620E0,-8.160000610E1,1.410750122E2,-1.980000153E2,2.564463416E2
